NAV-HEADER;Inkopen;;;;;;;;16579836;48;522;1284;FALSE
NAV-ITEM;Inkopen;Directelevering;;;;;;;11705021;94;656;1287;FALSE
BUTTON;Inkopen;Directelevering;;;btn_new_single;dd_pur_dd_pur_direct_order_lst_frm;;;11451083;682;67;1287;FALSE
FIELD;Inkopen;Directelevering;;;fld_inputField_tab_sup_req;dd_pur_dd_pur_direct_order_new_dlg_frm_wiz1;;;16777215;761;370;1282;EDIT
INPUT;Inkopen;Directelevering;;;fld_inputField_tab_sup_req;200740105;;;16777215;761;370;776;FALSE
KEY;Inkopen;Directelevering;;;fld_inputField_tab_sup_req;ENTER;;;16777215;761;370;781;FALSE
FIELD;Inkopen;Directelevering;;;-NO-NAME-;dd_pur_dd_pur_direct_order_new_dlg_frm_wiz1;;;14869738;807;403;1294;EDIT
FIELD;Inkopen;Directelevering;;;fld_inputField_tab_sup_req;dd_pur_dd_pur_direct_order_new_dlg_frm_wiz1;;;16777215;806;379;1287;EDIT
FIELD;Inkopen;Directelevering;;;fld_inputField_tab_cust_req;dd_pur_dd_pur_direct_order_new_dlg_frm_wiz1;;;16777215;802;415;1270;EDIT
INPUT;Inkopen;Directelevering;;;fld_inputField_tab_cust_req;010011390;;;16777215;802;415;774;FALSE
KEY;Inkopen;Directelevering;;;fld_inputField_tab_cust_req;ENTER;;;16777215;802;415;777;FALSE
FIELD;Inkopen;Directelevering;;;-NO-NAME-;dd_pur_dd_pur_direct_order_new_dlg_frm_wiz1;;;14869738;807;444;1268;EDIT
FIELD;Inkopen;Directelevering;;;fld_inputField_tab_cust_req;dd_pur_dd_pur_direct_order_new_dlg_frm_wiz1;;;16448250;810;417;1284;EDIT
FIELD;Inkopen;Directelevering;;;-NO-NAME-;dd_pur_dd_pur_direct_order_new_dlg_frm_wiz1;;;14869738;806;442;1285;EDIT
BUTTON;Inkopen;Directelevering;;;btn_forward;dd_pur_dd_pur_direct_order_new_dlg_frm_wiz1;;;3507663;676;318;1276;FALSE
FIELD;Inkopen;Directelevering;;;fld_inputField_tab_prod;dd_pur_dd_pur_direct_order_new_dlg_lst_frm;;;16777215;611;585;1285;EDIT
INPUT;Inkopen;Directelevering;;;fld_inputField_tab_prod;216036704;;;7194623;611;585;763;FALSE
KEY;Inkopen;Directelevering;;;fld_inputField_tab_prod;ENTER;;;16777215;611;585;775;FALSE
FIELD;Inkopen;Directelevering;;;fld_inputField_tab_prod;dd_pur_dd_pur_direct_order_new_dlg_lst_frm;;;16777215;654;582;1294;EDIT
FIELD;Inkopen;Directelevering;;;fld_dd_pur_packing_slip_code_req;dd_pur_dd_pur_direct_order_new_dlg_frm_wiz2;;;16777215;717;353;1270;EDIT
BUTTON;Inkopen;Directelevering;;;onbekend;onbekend;;;16777215;718;348;1288;FALSE
INPUT;Inkopen;Directelevering;;;onbekend;1212;;;16777215;718;348;780;FALSE
BUTTON;Inkopen;Directelevering;;;btn_send;dd_pur_dd_pur_direct_order_new_dlg_frm_wiz2;;;14672359;684;327;1285;FALSE
BUTTON;Inkopen;Directelevering;;;btn_list;dd_pur_dd_pur_direct_order_pan;;;14401923;456;67;1281;FALSE
BUTTON;Inkopen;Directelevering;;;btn_refresh;dd_pur_dd_pur_direct_order_lst_frm;;;9359065;454;61;1282;FALSE
SLUIT;104;193
